,LMP
3865,23.657594
3866,23.128644
3867,23.069973
3868,23.128644
3869,23.437807
3870,22.576747
3871,22.576747
3872,21.843654
3873,22.492854
3874,21.843654
3875,21.287879
3876,21.474047
3877,21.647258
3878,22.576747
3879,23.069973
3880,23.206766
3881,23.206766
3882,23.069973
3883,23.206766
3884,76.755559
3885,23.069973
3886,23.437807
3887,23.128644
3888,19.983547
3889,18.072542
3890,18.573789
3891,19.685338
3892,18.072542
3893,21.116714
3894,0.0
3895,0.0
3896,0.0
3897,19.685338
3898,18.573789
3899,0.0
3900,0.0
3901,0.0
3902,1.555709
3903,19.983547
3904,19.685338
3905,20.419098
3906,22.516066
3907,22.96816
3908,20.400003
3909,16.011721
3910,16.608688
3911,0.0
3912,20.400003
3913,20.846138
3914,20.419098
3915,20.419098
3916,21.116714
3917,21.843654
3918,19.034775
3919,21.287879
3920,20.846138
3921,21.116714
3922,22.185841
3923,22.492854
3924,22.516066
3925,21.116714
3926,21.288154
3927,21.843654
3928,22.492854
3929,22.96816
3930,23.437807
3931,25.758899
3932,24.617414
3933,75.9087
3934,77.274563
3935,74.617414
3936,73.437807
3937,74.617414
3938,73.657594
3939,73.437807
3940,21.288154
3941,20.846138
3942,19.685338
3943,19.685338
3944,20.400003
3945,19.983547
3946,20.419098
3947,20.419098
3948,71.287879
3949,19.983547
3950,21.116411
3951,20.846138
3952,20.400003
3953,22.516066
3954,23.206766
3955,23.657594
3956,23.87513
3957,23.206766
3958,23.437807
3959,23.437807
3960,23.069973
3961,23.069973
3962,23.128644
3963,22.732362
3964,22.185841
3965,20.419098
3966,18.573789
3967,0.0
3968,16.970947
3969,19.034775
3970,18.861019
3971,18.573789
3972,19.034775
3973,19.034775
3974,19.685338
3975,20.400003
3976,20.400003
3977,21.287879
3978,22.96816
3979,23.437807
3980,23.206766
3981,23.444698
3982,23.069973
3983,20.419098
3984,20.400003
3985,19.034775
3986,18.861019
3987,19.983547
3988,19.983547
3989,19.983547
3990,18.072542
3991,0.0
3992,0.0
3993,0.0
3994,0.0
3995,16.970947
3996,19.034775
3997,19.430296
3998,19.68943
3999,19.68943
4000,19.034775
4001,19.68943
4002,15.535604
4003,22.516066
4004,20.419098
4005,19.983547
4006,75.9087
4007,21.288154
4008,21.288154
4009,21.843654
4010,21.116714
4011,20.846138
4012,21.116714
4013,21.287879
4014,19.430296
4015,18.861019
4016,16.970947
4017,0.0
4018,16.970947
4019,19.430296
4020,0.0
4021,0.0
4022,0.0
4023,0.486171
4024,21.843654
4025,21.287879
4026,23.206766
4027,75.9087
4028,26.324557
4029,23.128644
4030,0.0
4031,21.474047
4032,20.846138
4033,21.288154
4034,71.647258
4035,19.68943
4036,19.034775
4037,19.68943
4038,0.0
4039,0.0
4040,0.0
4041,0.0
4042,0.0
4043,0.0
4044,0.0
4045,0.0
4046,0.0
4047,6.709339
4048,6.749731
4049,7.009937
4050,0.0
4051,0.0
4052,3.699679
4053,72.516066
4054,71.647258
4055,70.419098
4056,19.983547
4057,19.68943
4058,18.573789
4059,0.0
4060,0.0
4061,0.0
4062,0.0
4063,0.0
4064,0.0
4065,0.0
4066,0.0
4067,0.0
4068,0.0
4069,0.0
4070,0.0
4071,19.034775
4072,9.990231
4073,18.861019
4074,19.685338
4075,20.979303
4076,20.878922
4077,19.430296
4078,20.400003
4079,18.861019
4080,0.0
4081,0.0
4082,0.0
4083,0.0
4084,0.0
4085,0.0
4086,0.0
4087,0.0
4088,0.0
4089,0.0
4090,0.0
4091,0.0
4092,0.0
4093,0.0
4094,0.073289
4095,0.470791
4096,0.0
4097,0.0
4098,0.0
4099,0.0
4100,0.0
4101,0.0
4102,0.0
4103,0.0
4104,0.0
4105,0.0
4106,18.072542
4107,18.573789
4108,16.970947
4109,0.0
4110,0.0
4111,0.0
4112,0.0
4113,0.0
4114,0.0
4115,18.072542
4116,19.685338
4117,18.861019
4118,20.419098
4119,20.846138
4120,22.516066
4121,23.128644
4122,24.62179
4123,26.324557
4124,25.9087
4125,24.62179
4126,0.0
4127,23.128644
4128,22.732362
4129,23.069973
4130,23.069973
4131,22.732362
4132,22.492854
4133,21.474047
4134,18.573789
4135,0.0
4136,0.0
4137,18.072542
4138,18.861019
4139,19.68943
4140,21.116411
4141,20.419098
4142,21.474047
4143,22.732362
4144,22.576747
4145,23.069973
4146,24.617414
4147,24.617414
4148,76.429316
4149,133.035526
4150,127.274616
4151,133.035526
4152,500.0
4153,500.0
4154,80.277405
4155,77.050889
4156,23.437807
4157,21.474047
4158,20.400003
4159,19.983547
4160,19.983547
4161,21.116411
4162,20.419098
4163,20.400003
4164,21.116411
4165,21.116411
4166,21.843654
4167,21.287879
4168,22.185841
4169,22.732362
4170,23.437807
4171,24.62179
4172,7.57664
4173,0.0
4174,0.0
4175,73.87513
4176,23.128644
4177,22.492854
4178,21.116714
4179,20.846138
4180,19.68943
4181,19.685338
4182,19.68943
4183,20.419098
4184,20.846138
4185,20.419098
4186,19.983547
4187,20.400003
4188,21.116714
4189,21.474047
4190,21.843654
4191,22.732362
4192,23.069973
4193,23.206766
4194,24.62179
4195,26.429316
4196,26.755559
4197,25.9087
4198,77.276799
4199,77.274616
4200,76.755559
4201,74.617414
4202,74.617414
4203,23.437807
4204,23.437807
4205,23.437807
4206,22.492854
4207,21.287879
4208,21.116714
4209,21.474047
4210,21.287879
4211,21.474047
4212,21.647258
4213,21.843654
4214,22.732362
4215,23.069973
4216,23.069973
4217,23.206766
4218,23.87513
4219,26.324557
4220,24.62179
4221,26.324557
4222,76.429316
4223,77.050889
4224,25.758899
4225,23.437807
4226,22.96816
4227,22.576747
4228,22.576747
4229,22.576747
4230,21.116714
4231,19.983547
4232,19.983547
4233,21.116411
4234,21.288154
4235,22.185841
4236,22.185841
4237,22.576747
4238,23.069973
4239,23.333922
4240,25.9087
4241,25.9087
4242,26.429316
4243,26.845129
4244,26.845129
4245,26.429316
4246,80.530112
4247,77.755129
4248,76.324557
4249,23.657594
4250,23.206766
4251,23.069973
4252,23.069973
4253,23.128644
4254,21.288154
4255,20.400003
4256,20.419098
4257,22.492854
4258,23.128644
4259,22.96816
4260,23.437807
4261,23.128644
4262,23.128644
4263,23.444698
4264,24.62179
4265,25.758899
4266,25.9087
4267,26.429316
4268,26.429316
4269,25.9087
4270,23.87513
4271,25.9087
4272,23.437807
4273,23.069973
4274,22.516066
4275,21.474047
4276,21.116714
4277,21.116411
4278,19.034775
4279,19.685338
4280,19.983547
4281,20.419098
4282,19.983547
4283,21.647258
4284,21.647258
4285,22.732362
4286,23.069973
4287,23.657594
4288,26.324557
4289,26.429316
4290,26.324557
4291,26.429316
4292,26.429316
4293,25.758899
4294,25.9087
4295,24.617414
4296,23.128644
4297,22.732362
4298,21.647258
4299,21.287879
4300,20.400003
4301,19.430296
4302,0.0
4303,0.0
4304,18.463561
4305,19.983547
4306,20.846138
4307,22.576747
4308,23.206766
4309,21.843654
4310,22.732362
4311,23.437807
4312,23.87513
4313,24.62179
4314,26.267006
4315,26.429316
4316,25.9087
4317,24.617414
4318,23.437807
4319,22.96816
4320,21.647258
4321,21.474047
4322,20.419098
4323,19.983547
4324,19.983547
4325,20.419098
4326,19.68943
4327,19.430296
4328,19.983547
4329,21.116714
4330,22.576747
4331,22.732362
4332,23.128644
4333,76.324557
4334,25.9087
4335,25.9087
4336,76.755559
4337,25.9087
4338,24.617414
4339,26.755559
4340,26.790897
4341,26.429316
4342,25.758899
4343,23.206766
4344,22.492854
4345,21.843654
4346,21.287879
4347,20.846138
4348,19.983547
4349,20.419098
4350,19.68943
4351,19.983547
4352,21.116411
4353,21.843654
4354,22.732362
4355,23.206766
4356,24.617414
4357,76.429316
4358,76.429316
4359,76.429316
4360,26.429316
4361,26.404825
4362,26.324557
4363,25.9087
4364,24.62179
4365,76.324557
4366,76.790897
4367,23.87513
4368,19.983547
4369,0.0
4370,0.0
4371,0.0
4372,0.0
4373,0.0
4374,0.0
4375,0.0
4376,19.68943
4377,20.400003
4378,19.685338
4379,19.983547
4380,21.288154
4381,21.647258
4382,23.069973
4383,23.657594
4384,23.128644
4385,23.657594
4386,26.324557
4387,22.96816
4388,23.437807
4389,76.755559
4390,24.62179
4391,22.576747
4392,21.287879
4393,0.0
4394,19.68943
4395,21.474047
4396,22.516066
4397,21.843654
4398,20.419098
4399,18.573789
4400,20.846138
4401,21.474047
4402,21.843654
4403,20.419098
4404,21.287879
4405,22.732362
4406,22.96816
4407,21.266946
4408,21.224606
4409,20.59717
4410,22.516066
4411,26.324557
4412,26.429316
4413,77.755129
4414,76.755559
4415,26.429316
4416,23.206766
4417,23.069973
4418,22.185841
4419,21.647258
4420,21.647258
4421,21.647258
4422,19.983547
4423,19.430296
4424,19.68943
4425,20.846138
4426,21.287879
4427,21.647258
4428,22.576747
4429,21.843654
4430,22.516066
4431,23.206766
4432,24.62179
4433,24.62179
4434,26.429316
4435,26.790897
4436,26.429316
4437,26.429316
4438,24.62179
4439,24.617414
4440,23.206766
4441,23.128644
4442,22.732362
4443,22.516066
4444,21.647258
4445,21.287879
4446,19.430296
4447,18.573789
4448,16.970947
4449,18.861019
4450,19.034775
4451,19.68943
4452,22.492854
4453,21.647258
4454,22.96816
4455,23.206766
4456,23.206766
4457,24.617414
4458,26.324557
4459,26.429316
4460,26.429316
4461,26.429316
4462,24.62179
4463,76.790897
4464,24.617414
4465,23.437807
4466,23.069973
4467,22.516066
4468,21.843654
4469,21.116714
4470,18.573789
4471,0.0
4472,0.0
4473,1.555709
4474,19.430296
4475,15.47363
4476,20.846138
4477,22.185841
4478,22.516066
4479,23.128644
4480,23.444698
4481,24.617414
4482,26.404825
4483,26.429316
4484,26.790897
4485,24.62179
4486,24.62179
4487,76.324557
4488,23.437807
4489,23.128644
4490,21.647258
4491,21.116714
4492,21.116411
4493,21.647258
4494,19.983547
4495,19.685338
4496,19.034775
4497,19.68943
4498,20.419098
4499,21.647258
4500,22.185841
4501,21.843654
4502,21.843654
4503,22.96816
4504,23.206766
4505,24.62179
4506,26.324557
4507,26.429316
4508,26.324557
4509,25.9087
4510,23.657594
4511,23.87513
4512,23.87513
4513,23.128644
4514,23.069973
4515,22.516066
4516,21.288154
4517,21.116714
4518,18.573789
4519,0.0
4520,0.0
4521,0.0
4522,0.0
4523,0.0
4524,19.685338
4525,19.983547
4526,22.516066
4527,21.288154
4528,21.843654
4529,22.732362
4530,19.983547
4531,21.287879
4532,22.516066
4533,22.96816
4534,21.843654
4535,22.96816
4536,22.516066
4537,22.492854
4538,23.128644
4539,23.657594
4540,23.437807
4541,74.617414
4542,22.732362
4543,21.843654
4544,21.474047
4545,21.116411
4546,21.287879
4547,21.474047
4548,20.846138
4549,20.400003
4550,21.287879
4551,21.287879
4552,22.96816
4553,23.069973
4554,24.617414
4555,26.429316
4556,76.429316
4557,76.324557
4558,77.755129
4559,81.727779
4560,77.274563
4561,73.444698
4562,23.437807
4563,23.437807
4564,23.128644
4565,23.069973
4566,21.647258
4567,21.288154
4568,21.288154
4569,21.287879
4570,20.419098
4571,21.647258
4572,22.576747
4573,21.288154
4574,73.206766
4575,22.96816
4576,22.492854
4577,22.576747
4578,22.96816
4579,23.069973
4580,21.647258
4581,21.647258
4582,73.437807
4583,23.069973
4584,20.419098
4585,18.072542
4586,19.034775
4587,23.069973
4588,19.034775
4589,16.970947
4590,16.970947
4591,18.463561
4592,19.034775
4593,18.861019
4594,0.0
4595,19.034775
4596,19.685338
4597,21.116411
4598,23.128644
4599,22.185841
4600,23.128644
4601,23.87513
4602,25.9087
4603,26.404825
4604,26.429316
4605,25.9087
4606,24.617414
4607,76.429316
4608,23.437807
4609,23.069973
4610,22.492854
4611,21.647258
4612,21.288154
4613,20.419098
4614,18.573789
4615,0.0
4616,0.0
4617,0.0
4618,19.034775
4619,19.68943
4620,21.116714
4621,21.843654
4622,73.444698
4623,23.444698
4624,24.617414
4625,24.62179
4626,26.324557
4627,26.404825
4628,26.755559
4629,26.324557
4630,26.324557
4631,24.617414
4632,23.437807
4633,23.128644
4634,22.576747
4635,21.843654
4636,21.116411
4637,19.983547
4638,16.970947
4639,0.0
4640,0.0
4641,0.0
4642,19.034775
4643,19.983547
4644,21.116714
4645,21.647258
4646,23.206766
4647,23.128644
4648,23.069973
4649,23.87513
4650,25.9087
4651,26.324557
4652,24.62179
4653,77.274563
4654,76.845129
4655,500.0
4656,500.0
4657,86.124055
4658,76.324557
4659,73.437807
4660,21.843654
4661,21.287879
4662,19.983547
4663,20.419098
4664,21.116411
4665,19.983547
4666,19.685338
4667,19.034775
4668,19.685338
4669,1.684223
4670,0.573479
4671,22.516066
4672,22.732362
4673,23.206766
4674,23.657594
4675,24.617414
4676,23.206766
4677,23.437807
4678,22.576747
4679,22.732362
4680,21.116411
4681,21.474047
4682,19.983547
4683,20.400003
4684,20.419098
4685,20.419098
4686,19.983547
4687,21.288154
4688,21.116411
4689,19.983547
4690,19.983547
4691,20.419098
4692,22.185841
4693,21.157147
4694,23.437807
4695,23.437807
4696,23.437807
4697,26.429316
4698,26.429316
4699,26.429316
4700,75.9087
4701,76.324557
4702,131.857535
4703,73.437807
4704,0.0
4705,19.983547
4706,20.419098
4707,21.288154
4708,22.516066
4709,73.069973
4710,72.96816
4711,71.843654
4712,21.116411
4713,19.685338
4714,20.400003
4715,19.983547
4716,19.983547
4717,21.116714
4718,22.576747
4719,1.004385
4720,22.718179
4721,22.89993
4722,0.0
4723,0.0
4724,0.0
4725,0.0
4726,0.0
4727,0.0
4728,0.0
4729,0.0
4730,19.983547
4731,19.430296
4732,18.072542
4733,19.463223
4734,19.034775
4735,17.773145
4736,18.994859
4737,19.68943
4738,20.846138
4739,21.843654
4740,22.732362
4741,23.069973
4742,23.657594
4743,24.617414
4744,26.404825
4745,26.755559
4746,26.790897
4747,26.892495
4748,26.790897
4749,77.274563
4750,80.277405
4751,76.755559
4752,76.790897
4753,23.87513
4754,23.437807
4755,23.069973
4756,22.576747
4757,21.647258
4758,21.116411
4759,21.647258
4760,21.288154
4761,21.647258
4762,21.647258
4763,21.647258
4764,22.516066
4765,21.647258
4766,22.96816
4767,22.732362
4768,23.657594
4769,25.9087
4770,26.429316
4771,26.429316
4772,26.324557
4773,26.324557
4774,25.9087
4775,23.657594
4776,22.96816
4777,21.474047
4778,20.400003
4779,19.68943
4780,19.983547
4781,20.419098
4782,18.861019
4783,19.034775
4784,19.685338
4785,20.419098
4786,21.288154
4787,22.576747
4788,21.843654
4789,22.732362
4790,23.069973
4791,23.206766
4792,24.617414
4793,25.9087
4794,26.429316
4795,26.429316
4796,76.429316
4797,76.429316
4798,76.790897
4799,76.790897
4800,76.324557
4801,23.444698
4802,23.128644
4803,22.732362
4804,22.516066
4805,21.288154
4806,19.685338
4807,19.685338
4808,18.573789
4809,19.430296
4810,21.474047
4811,21.843654
4812,22.732362
4813,22.732362
4814,23.069973
4815,23.437807
4816,23.657594
4817,25.758899
4818,26.429316
4819,26.790897
4820,26.790897
4821,26.845129
4822,26.324557
4823,26.755559
4824,25.758899
4825,23.128644
4826,22.576747
4827,22.516066
4828,22.576747
4829,22.732362
4830,22.185841
4831,22.732362
4832,22.516066
4833,21.647258
4834,22.96816
4835,23.206766
4836,23.206766
4837,23.128644
4838,23.437807
4839,26.429316
4840,26.324557
4841,26.267006
4842,26.500239
4843,26.755559
4844,25.9087
4845,75.9087
4846,76.755559
4847,73.437807
4848,22.492854
4849,21.116714
4850,20.400003
4851,19.983547
4852,20.419098
4853,21.843654
4854,21.843654
4855,22.576747
4856,22.576747
4857,22.732362
4858,21.647258
4859,22.576747
4860,23.069973
4861,23.069973
4862,23.206766
4863,23.437807
4864,24.62179
4865,25.9087
4866,26.500239
4867,26.790897
4868,26.790897
4869,26.324557
4870,26.324557
4871,76.429316
4872,26.429316
4873,23.657594
4874,23.128644
4875,23.069973
4876,23.128644
4877,23.069973
4878,21.647258
4879,21.647258
4880,21.647258
4881,21.288154
4882,20.419098
4883,21.843654
4884,22.96816
4885,22.576747
4886,23.069973
4887,23.206766
4888,24.617414
4889,25.9087
4890,26.324557
4891,26.755559
4892,26.790897
4893,26.429316
4894,23.444698
4895,26.429316
4896,24.617414
4897,23.206766
4898,22.732362
4899,22.492854
4900,21.647258
4901,21.843654
4902,19.983547
4903,19.430296
4904,19.68943
4905,19.983547
4906,20.846138
4907,22.185841
4908,22.732362
4909,23.437807
4910,23.437807
4911,26.324557
4912,26.429316
4913,25.9087
4914,26.429316
4915,26.755559
4916,26.429316
4917,26.429316
4918,26.429316
4919,25.9087
4920,23.206766
4921,22.576747
4922,21.474047
4923,21.116714
4924,21.287879
4925,21.288154
4926,21.287879
4927,21.843654
4928,22.492854
4929,22.576747
4930,22.732362
4931,22.576747
4932,23.128644
4933,23.657594
4934,24.617414
4935,24.62179
4936,25.9087
4937,25.9087
4938,26.790897
4939,26.818284
4940,26.500239
4941,26.755559
4942,26.429316
4943,26.429316
4944,26.324557
4945,23.657594
4946,22.732362
4947,22.492854
4948,21.843654
4949,21.647258
4950,19.68943
4951,20.400003
4952,20.419098
4953,20.419098
4954,21.647258
4955,22.732362
4956,23.437807
4957,23.128644
4958,23.657594
4959,25.9087
4960,26.790897
4961,26.818284
4962,26.845129
4963,26.845129
4964,26.892495
4965,26.845129
4966,26.429316
4967,26.429316
4968,23.87513
4969,23.657594
4970,23.206766
4971,23.069973
4972,22.516066
4973,21.647258
4974,19.685338
4975,18.573789
4976,18.861019
4977,20.846138
4978,22.576747
4979,23.206766
4980,23.657594
4981,24.617414
4982,24.617414
4983,24.62179
4984,26.324557
4985,26.429316
4986,26.845129
4987,27.128505
4988,27.128505
4989,26.845129
4990,77.755129
4991,80.277405
4992,76.755559
4993,26.324557
4994,23.657594
4995,23.437807
4996,23.657594
4997,23.437807
4998,23.069973
4999,22.576747
5000,22.576747
5001,22.576747
5002,22.732362
5003,23.069973
5004,23.87513
5005,26.404825
5006,26.267006
5007,26.429316
5008,26.324557
5009,26.267006
5010,25.313292
5011,0.0
5012,0.0
5013,0.0
5014,0.0
5015,0.0
5016,0.0
5017,0.0
5018,19.983547
5019,19.983547
5020,20.400003
5021,19.68943
5022,18.072542
5023,17.846919
5024,19.034775
5025,20.846138
5026,21.843654
5027,22.576747
5028,22.732362
5029,22.96816
5030,23.206766
5031,24.62179
5032,25.9087
5033,26.790897
5034,27.050889
5035,26.845129
5036,0.0
5037,50.017442
5038,1.575978
5039,23.444698
5040,23.128644
5041,21.843654
5042,20.846138
5043,20.419098
5044,20.419098
5045,20.419098
5046,21.287879
5047,21.843654
5048,22.516066
5049,21.647258
5050,22.576747
5051,23.128644
5052,23.069973
5053,23.437807
5054,23.437807
5055,23.437807
5056,24.62179
5057,25.9087
5058,26.790897
5059,26.892495
5060,27.128505
5061,26.755559
5062,76.755559
5063,26.429316
5064,25.9087
5065,23.87513
5066,23.437807
5067,23.128644
5068,23.128644
5069,23.128644
5070,22.576747
5071,22.516066
5072,21.647258
5073,21.116411
5074,21.843654
5075,22.516066
5076,22.492854
5077,21.647258
5078,22.185841
5079,23.206766
5080,24.62179
5081,26.404825
5082,26.324557
5083,26.790897
5084,26.845129
5085,76.755559
5086,77.755129
5087,77.274616
5088,26.324557
5089,23.206766
5090,21.843654
5091,21.474047
5092,20.419098
5093,20.419098
5094,18.072542
5095,16.970947
5096,16.970947
5097,17.058501
5098,20.400003
5099,21.288154
5100,21.843654
5101,21.287879
5102,21.288154
5103,21.474047
5104,23.069973
5105,23.437807
5106,25.9087
5107,26.755559
5108,26.429316
5109,24.617414
5110,14.901696
5111,23.206766
5112,23.069973
5113,22.96816
5114,22.516066
5115,21.647258
5116,22.185841
5117,22.516066
5118,21.474047
5119,21.647258
5120,21.116714
5121,21.116714
5122,21.474047
5123,21.843654
5124,22.576747
5125,22.576747
5126,22.732362
5127,23.069973
5128,23.206766
5129,23.206766
5130,24.62179
5131,24.62179
5132,0.0
5133,0.0
5134,0.0
5135,0.0
5136,0.0
5137,0.0
5138,0.0
5139,0.0
5140,0.0
5141,0.0
5142,0.0
5143,0.0
5144,0.0
5145,0.0
5146,0.0
5147,0.0
5148,0.0
5149,0.486983
5150,0.517387
5151,0.532119
5152,0.517728
5153,1.584671
5154,21.287879
5155,22.576747
5156,22.96816
5157,22.96816
5158,22.732362
5159,22.516066
5160,20.419098
5161,19.430296
5162,18.072542
5163,0.0
5164,18.861019
5165,19.430296
5166,19.68943
5167,21.116714
5168,21.287879
5169,21.647258
5170,22.576747
5171,21.647258
5172,21.843654
5173,22.492854
5174,22.576747
5175,23.128644
5176,23.657594
5177,24.617414
5178,26.324557
5179,26.429316
5180,26.790897
5181,25.758899
5182,25.9087
5183,24.617414
5184,23.128644
5185,22.732362
5186,22.516066
5187,21.288154
5188,21.116714
5189,21.288154
5190,20.419098
5191,20.419098
5192,20.400003
5193,20.419098
5194,19.68943
5195,19.983547
5196,21.288154
5197,21.647258
5198,22.576747
5199,22.576747
5200,22.576747
5201,21.647258
5202,23.206766
5203,23.128644
5204,0.0
5205,0.0
5206,21.647258
5207,21.287879
5208,20.400003
5209,20.400003
5210,19.68943
5211,19.034775
5212,19.430296
5213,19.034775
5214,19.68943
5215,19.983547
5216,19.983547
5217,19.983547
5218,21.116714
5219,22.492854
5220,21.116411
5221,22.576747
5222,23.069973
5223,23.437807
5224,24.617414
5225,25.9087
5226,26.429316
5227,26.790897
5228,26.790897
5229,26.429316
5230,24.62179
5231,24.617414
5232,23.128644
5233,22.96816
5234,22.576747
5235,22.492854
5236,22.576747
5237,22.516066
5238,21.474047
5239,21.116411
5240,20.846138
5241,21.287879
5242,21.843654
5243,23.069973
5244,23.206766
5245,23.87513
5246,23.87513
5247,23.657594
5248,24.617414
5249,23.657594
5250,25.9087
5251,26.404825
5252,26.755559
5253,26.324557
5254,25.9087
5255,24.617414
5256,23.87513
5257,23.128644
5258,23.128644
5259,23.069973
5260,23.069973
5261,23.069973
5262,21.288154
5263,20.419098
5264,20.400003
5265,19.034775
5266,19.685338
5267,19.685338
5268,19.430296
5269,19.430296
5270,21.116411
5271,21.647258
5272,22.576747
5273,23.437807
5274,26.429316
5275,26.845129
5276,26.845129
5277,26.755559
5278,26.324557
5279,23.444698
5280,23.444698
5281,23.069973
5282,22.96816
5283,22.576747
5284,22.576747
5285,22.516066
5286,21.116411
5287,19.034775
5288,15.731586
5289,15.731586
5290,18.861019
5291,19.685338
5292,19.983547
5293,21.287879
5294,21.647258
5295,21.647258
5296,23.206766
5297,23.657594
5298,26.429316
5299,26.429316
5300,26.429316
5301,25.758899
5302,25.9087
5303,23.437807
5304,23.437807
5305,23.069973
5306,22.732362
5307,22.576747
5308,22.516066
5309,21.647258
5310,19.68943
5311,15.731586
5312,0.0
5313,0.0
5314,18.861019
5315,19.68943
5316,20.419098
5317,21.647258
5318,21.647258
5319,22.732362
5320,23.206766
5321,23.437807
5322,26.404825
5323,26.429316
5324,26.429316
5325,24.617414
5326,26.429316
5327,23.437807
5328,23.657594
5329,23.206766
5330,22.96816
5331,22.732362
5332,22.516066
5333,23.128644
5334,22.492854
5335,22.516066
5336,22.96816
5337,23.069973
5338,23.069973
5339,74.617414
5340,22.732362
5341,22.576747
5342,23.069973
5343,3.020929
5344,23.128644
5345,25.9087
5346,26.429316
5347,10.247459
5348,24.617414
5349,23.069973
5350,24.617414
5351,74.617414
5352,22.732362
5353,73.657594
5354,22.516066
5355,23.128644
5356,21.647258
5357,22.185841
5358,21.647258
5359,20.846138
5360,20.419098
5361,21.474047
5362,72.732362
5363,73.069973
5364,73.437807
5365,23.206766
5366,23.437807
5367,23.657594
5368,23.444698
5369,23.206766
5370,0.0
5371,0.0
5372,0.0
5373,0.0
5374,7.272434
5375,0.0
5376,19.983547
5377,19.983547
5378,19.430296
5379,15.731586
5380,18.463561
5381,18.861019
5382,15.731586
5383,0.0
5384,10.917243
5385,0.317586
5386,19.430296
5387,1.751424
5388,15.438029
5389,15.339373
5390,20.944367
5391,21.671251
5392,22.492854
5393,23.206766
5394,26.429316
5395,26.790897
5396,26.790897
5397,25.9087
5398,23.657594
5399,23.128644
5400,21.843654
5401,21.116411
5402,19.983547
5403,19.983547
5404,21.116714
5405,21.474047
5406,21.116714
5407,21.116411
5408,21.288154
5409,21.288154
5410,21.647258
5411,21.287879
5412,21.288154
5413,21.288154
5414,21.288154
5415,21.647258
5416,0.0
5417,21.843654
5418,23.069973
5419,0.0
5420,0.0
5421,0.0
5422,0.0
5423,73.87513
5424,23.128644
5425,21.647258
5426,20.419098
5427,19.430296
5428,19.034775
5429,19.983547
5430,19.68943
5431,19.034775
5432,19.68943
5433,21.116411
5434,21.287879
5435,21.647258
5436,22.576747
5437,23.069973
5438,23.069973
5439,23.437807
5440,24.617414
5441,23.657594
5442,25.9087
5443,24.62179
5444,0.0
5445,0.0
5446,0.0
5447,0.0
5448,0.0
5449,0.0
5450,0.0
5451,0.0
5452,21.116714
5453,21.287879
5454,19.68943
5455,18.072542
5456,19.685338
5457,19.430296
5458,19.68943
5459,20.419098
5460,21.647258
5461,21.474047
5462,22.185841
5463,22.732362
5464,23.128644
5465,23.437807
5466,26.324557
5467,26.429316
5468,26.429316
5469,24.617414
5470,23.437807
5471,23.206766
5472,23.128644
5473,22.576747
5474,21.647258
5475,21.288154
5476,21.287879
5477,20.419098
5478,18.861019
5479,16.970947
5480,16.970947
5481,18.861019
5482,18.573789
5483,19.430296
5484,20.419098
5485,21.843654
5486,22.516066
5487,22.732362
5488,23.206766
5489,23.437807
5490,26.404825
5491,26.429316
5492,26.845129
5493,26.429316
5494,76.429316
5495,25.758899
5496,25.9087
5497,23.87513
5498,23.437807
5499,23.206766
5500,23.437807
5501,23.87513
5502,23.128644
5503,22.732362
5504,22.492854
5505,22.732362
5506,21.843654
5507,21.288154
5508,22.576747
5509,22.576747
5510,23.069973
5511,23.437807
5512,24.617414
5513,24.617414
5514,26.429316
5515,26.755559
5516,26.845129
5517,26.429316
5518,76.790897
5519,25.9087
5520,23.444698
5521,23.069973
5522,21.843654
5523,18.861019
5524,18.861019
5525,18.072542
5526,0.0
5527,0.0
5528,16.970947
5529,18.072542
5530,19.68943
5531,19.983547
5532,21.116714
5533,20.400003
5534,21.474047
5535,22.185841
5536,22.492854
5537,22.732362
5538,24.62179
5539,24.617414
5540,7.272434
5541,0.0
5542,0.0
5543,0.0
5544,0.0
5545,0.0
5546,13.495812
5547,21.843654
5548,22.516066
5549,23.128644
5550,22.96816
5551,21.474047
5552,21.287879
5553,21.843654
5554,21.647258
5555,21.647258
5556,21.287879
5557,22.576747
5558,21.287879
5559,22.576747
5560,23.206766
5561,23.437807
5562,26.429316
5563,26.790897
5564,76.845129
5565,26.429316
5566,76.755559
5567,76.755559
5568,74.617414
5569,23.128644
5570,23.069973
5571,22.576747
5572,22.516066
5573,22.732362
5574,22.576747
5575,21.288154
5576,21.116411
5577,19.983547
5578,20.846138
5579,21.647258
5580,21.116714
5581,21.288154
5582,21.474047
5583,22.492854
5584,23.128644
5585,23.206766
5586,26.404825
5587,26.324557
5588,25.9087
5589,24.62179
5590,23.069973
5591,23.437807
5592,23.069973
5593,22.732362
5594,22.516066
5595,21.647258
5596,21.647258
5597,22.492854
5598,21.843654
5599,20.846138
5600,19.983547
5601,19.68943
5602,19.68943
5603,19.983547
5604,21.287879
5605,19.983547
5606,21.647258
5607,22.732362
5608,23.437807
5609,23.87513
5610,26.755559
5611,26.429316
5612,26.429316
5613,23.657594
5614,22.96816
5615,22.732362
5616,21.647258
5617,22.185841
5618,21.647258
5619,21.288154
5620,21.287879
5621,21.116714
5622,19.68943
5623,15.731586
5624,0.0
5625,0.0
5626,16.970947
5627,18.861019
5628,19.983547
5629,21.474047
5630,21.474047
5631,22.576747
5632,23.206766
5633,23.437807
5634,26.429316
